Entity,Code,Year,"Oil consumption, terrawatt-hours (TWh) (terawatt-hours)"
South Korea,KOR,1992,840.9653
South Korea,KOR,1993,922.34041
South Korea,KOR,1994,1011.77511
South Korea,KOR,1995,1103.04735
South Korea,KOR,1996,1179.68905
South Korea,KOR,1997,1295.02376
South Korea,KOR,1998,1092.1733
South Korea,KOR,1999,1171.17589
South Korea,KOR,2000,1206.77532
South Korea,KOR,2001,1203.90271
South Korea,KOR,2002,1225.08094
South Korea,KOR,2003,1237.0831
South Korea,KOR,2004,1217.376414
South Korea,KOR,2005,1218.156067
South Korea,KOR,2006,1217.740785
South Korea,KOR,2007,1251.966332
South Korea,KOR,2008,1199.016699
South Korea,KOR,2009,1206.554417
South Korea,KOR,2010,1220.657044
South Korea,KOR,2011,1230.340881
South Korea,KOR,2012,1265.027128
South Korea,KOR,2013,1259.462212
South Korea,KOR,2014,1255.294583
South Korea,KOR,2015,1323.241193
South Korea,KOR,2016,1420.604036
Spain,ESP,1965,165.25067
Spain,ESP,1966,195.39563
Spain,ESP,1967,236.5542
Spain,ESP,1968,251.27778
Spain,ESP,1969,286.098
Spain,ESP,1970,326.40758
Spain,ESP,1971,359.34374
Spain,ESP,1972,378.4402
Spain,ESP,1973,455.17494
Spain,ESP,1974,477.77203
Spain,ESP,1975,496.04276
Spain,ESP,1976,562.26398
Spain,ESP,1977,529.25804
Spain,ESP,1978,539.56222
Spain,ESP,1979,571.56798
Spain,ESP,1980,606.53939
Spain,ESP,1981,585.66354
Spain,ESP,1982,555.4488
Spain,ESP,1983,555.62325
Spain,ESP,1984,520.77977
Spain,ESP,1985,498.6944
Spain,ESP,1986,496.86849
Spain,ESP,1987,520.17501
Spain,ESP,1988,532.39814
Spain,ESP,1989,559.44952
Spain,ESP,1990,537.44556
Spain,ESP,1991,546.31925
Spain,ESP,1992,619.13468
Spain,ESP,1993,586.95447
Spain,ESP,1994,608.08618
Spain,ESP,1995,668.36447
Spain,ESP,1996,687.0599296
Spain,ESP,1997,716.0093495
Spain,ESP,1998,775.5412544
Spain,ESP,1999,802.0976132
Spain,ESP,2000,812.9168478
Spain,ESP,2001,849.2654516
Spain,ESP,2002,856.8652092
Spain,ESP,2003,885.6507664
Spain,ESP,2004,912.9386337
Spain,ESP,2005,922.0594245
Spain,ESP,2006,922.423396
Spain,ESP,2007,934.3890263
Spain,ESP,2008,906.9664557
Spain,ESP,2009,855.3531262
Spain,ESP,2010,838.5202407
Spain,ESP,2011,800.3432055
Spain,ESP,2012,752.7994699
Spain,ESP,2013,689.4253402
Spain,ESP,2014,685.6950005
Spain,ESP,2015,711.7560265
Spain,ESP,2016,726.6395844
Sweden,SWE,1965,220.37687
Sweden,SWE,1966,249.84729
Sweden,SWE,1967,244.49749
Sweden,SWE,1968,276.30554
Sweden,SWE,1969,311.73052
Sweden,SWE,1970,340.2938
Sweden,SWE,1971,319.41795
Sweden,SWE,1972,329.26856
Sweden,SWE,1973,339.77045
Sweden,SWE,1974,306.24116
Sweden,SWE,1975,304.99675
Sweden,SWE,1976,337.72357
Sweden,SWE,1977,326.20987
Sweden,SWE,1978,309.3745695
Sweden,SWE,1979,324.1603765
Sweden,SWE,1980,288.1970504
Sweden,SWE,1981,260.3312842
Sweden,SWE,1982,244.23049
Sweden,SWE,1983,216.0216571
Sweden,SWE,1984,206.8267283
Sweden,SWE,1985,222.7472665
Sweden,SWE,1986,229.3286901
Sweden,SWE,1987,210.1557465
Sweden,SWE,1988,201.3062025
Sweden,SWE,1989,201.73709
Sweden,SWE,1990,202.4062724
Sweden,SWE,1991,190.954133
Sweden,SWE,1992,202.2889322
Sweden,SWE,1993,197.17076
Sweden,SWE,1994,208.8825947
Sweden,SWE,1995,198.694473
Sweden,SWE,1996,214.7291303
Sweden,SWE,1997,198.6032036
Sweden,SWE,1998,199.8568
Sweden,SWE,1999,198.9225647
Sweden,SWE,2000,184.89374
Sweden,SWE,2001,186.10326
Sweden,SWE,2002,191.62751
Sweden,SWE,2003,206.09523
Sweden,SWE,2004,203.72271
Sweden,SWE,2005,199.58243
Sweden,SWE,2006,200.64076
Sweden,SWE,2007,196.23299
Sweden,SWE,2008,193.88373
Sweden,SWE,2009,179.95099
Sweden,SWE,2010,188.1111804
Sweden,SWE,2011,172.5690907
Sweden,SWE,2012,170.15853
Sweden,SWE,2013,166.99517
Sweden,SWE,2014,168.23958
Sweden,SWE,2015,164.3057893
Sweden,SWE,2016,170.8768852
Switzerland,CHE,1965,93.47031
Switzerland,CHE,1966,99.44813
Switzerland,CHE,1967,107.72869
Switzerland,CHE,1968,119.5564
Switzerland,CHE,1969,129.87221
Switzerland,CHE,1970,145.64249
Switzerland,CHE,1971,154.45803
Switzerland,CHE,1972,158.30756
Switzerland,CHE,1973,170.3795
Switzerland,CHE,1974,151.55053
Switzerland,CHE,1975,145.50293
Switzerland,CHE,1976,151.10859
Switzerland,CHE,1977,151.84128
Switzerland,CHE,1978,156.08623
Switzerland,CHE,1979,149.73625
Switzerland,CHE,1980,149.39898
Switzerland,CHE,1981,137.98995
Switzerland,CHE,1982,130.36067
Switzerland,CHE,1983,142.60706
Switzerland,CHE,1984,137.51312
Switzerland,CHE,1985,139.80423
Switzerland,CHE,1986,153.26014
Switzerland,CHE,1987,144.16548
Switzerland,CHE,1988,144.5609
Switzerland,CHE,1989,138.66449
Switzerland,CHE,1990,148.36391
Switzerland,CHE,1991,150.87599
Switzerland,CHE,1992,152.82983
Switzerland,CHE,1993,143.18856
Switzerland,CHE,1994,148.07316
Switzerland,CHE,1995,137.19911
Switzerland,CHE,1996,142.06045
Switzerland,CHE,1997,149.28268
Switzerland,CHE,1998,151.22489
Switzerland,CHE,1999,146.56126
Switzerland,CHE,2000,141.99067
Switzerland,CHE,2001,152.10877
Switzerland,CHE,2002,144.16548
Switzerland,CHE,2003,140.28106
Switzerland,CHE,2004,139.74608
Switzerland,CHE,2005,142.3431654
Switzerland,CHE,2006,145.9713137
Switzerland,CHE,2007,131.5367369
Switzerland,CHE,2008,140.2792065
Switzerland,CHE,2009,142.5290343
Switzerland,CHE,2010,132.3636933
Switzerland,CHE,2011,128.3749611
Switzerland,CHE,2012,130.7916788
Switzerland,CHE,2013,136.9879208
Switzerland,CHE,2014,122.9890875
Switzerland,CHE,2015,124.8319541
Switzerland,CHE,2016,118.367935
Taiwan,TWN,1965,25.16732
Taiwan,TWN,1966,29.81932
Taiwan,TWN,1967,35.4715
Taiwan,TWN,1968,42.36809
Taiwan,TWN,1969,50.81147
Taiwan,TWN,1970,61.10402
Taiwan,TWN,1971,85.66658
Taiwan,TWN,1972,92.99348
Taiwan,TWN,1973,118.59111
Taiwan,TWN,1974,106.46102
Taiwan,TWN,1975,123.3943
Taiwan,TWN,1976,159.0984
Taiwan,TWN,1977,175.63626
Taiwan,TWN,1978,205.93241
Taiwan,TWN,1979,206.36272
Taiwan,TWN,1980,214.28275
Taiwan,TWN,1981,187.81287
Taiwan,TWN,1982,180.12544
Taiwan,TWN,1983,184.25409
Taiwan,TWN,1984,178.68332
Taiwan,TWN,1985,217.9870431
Taiwan,TWN,1986,241.030848
Taiwan,TWN,1987,250.4708845
Taiwan,TWN,1988,287.7581522
Taiwan,TWN,1989,320.4469942
Taiwan,TWN,1990,331.3822787
Taiwan,TWN,1991,343.8370759
Taiwan,TWN,1992,352.9517592
Taiwan,TWN,1993,378.3075578
Taiwan,TWN,1994,398.9525701
Taiwan,TWN,1995,431.2479416
Taiwan,TWN,1996,432.5223013
Taiwan,TWN,1997,449.7467122
Taiwan,TWN,1998,464.7789035
Taiwan,TWN,1999,500.3782977
Taiwan,TWN,2000,515.1242469
Taiwan,TWN,2001,528.3249318
Taiwan,TWN,2002,530.0363186
Taiwan,TWN,2003,551.4005593
Taiwan,TWN,2004,576.9397011
Taiwan,TWN,2005,572.4475671
Taiwan,TWN,2006,570.9718679
Taiwan,TWN,2007,594.8454226
Taiwan,TWN,2008,533.2406117
Taiwan,TWN,2009,536.0485003
Taiwan,TWN,2010,549.1576615
Taiwan,TWN,2011,518.0047156
Taiwan,TWN,2012,518.6105262
Taiwan,TWN,2013,524.4448353
Taiwan,TWN,2014,536.3846683
Taiwan,TWN,2015,540.5391212
Taiwan,TWN,2016,542.7725405
Thailand,THA,1965,26.749
Thailand,THA,1966,31.62197
Thailand,THA,1967,35.15749
Thailand,THA,1968,46.43859
Thailand,THA,1969,50.3579
Thailand,THA,1970,58.76639
Thailand,THA,1971,65.43038
Thailand,THA,1972,82.3404
Thailand,THA,1973,87.21337
Thailand,THA,1974,89.02765
Thailand,THA,1975,95.9475
Thailand,THA,1976,101.14611
Thailand,THA,1977,113.72977
Thailand,THA,1978,127.68577
Thailand,THA,1979,129.10463
Thailand,THA,1980,134.69866
Thailand,THA,1981,128.41846
Thailand,THA,1982,116.26511
Thailand,THA,1983,130.20948
Thailand,THA,1984,135.46624
Thailand,THA,1985,128.19749
Thailand,THA,1986,133.7041075
Thailand,THA,1987,146.2069338
Thailand,THA,1988,165.3107989
Thailand,THA,1989,194.3330549
Thailand,THA,1990,233.2400271
Thailand,THA,1991,249.5550698
Thailand,THA,1992,281.1623997
Thailand,THA,1993,324.87137
Thailand,THA,1994,362.5843901
Thailand,THA,1995,395.0167317
Thailand,THA,1996,435.4776043
Thailand,THA,1997,437.9667637
Thailand,THA,1998,400.7653659
Thailand,THA,1999,426.7976489
Thailand,THA,2000,404.5421023
Thailand,THA,2001,398.099718
Thailand,THA,2002,443.2195776
Thailand,THA,2003,491.980453
Thailand,THA,2004,532.4012912
Thailand,THA,2005,533.5122238
Thailand,THA,2006,513.8381404
Thailand,THA,2007,529.1241446
Thailand,THA,2008,516.2548414
Thailand,THA,2009,533.8382437
Thailand,THA,2010,555.3257585
Thailand,THA,2011,578.338807
Thailand,THA,2012,608.1777419
Thailand,THA,2013,634.2710193
Thailand,THA,2014,639.3523971
Thailand,THA,2015,666.3094722
Thailand,THA,2016,685.6771081
Trinidad and Tobago,TTO,1965,22.11048506
Trinidad and Tobago,TTO,1966,22.26571851
Trinidad and Tobago,TTO,1967,23.2264545
Trinidad and Tobago,TTO,1968,23.67026128
Trinidad and Tobago,TTO,1969,24.81081512
Trinidad and Tobago,TTO,1970,25.44888559
Trinidad and Tobago,TTO,1971,26.29543
Trinidad and Tobago,TTO,1972,43.40316
Trinidad and Tobago,TTO,1973,43.62413
Trinidad and Tobago,TTO,1974,43.031
Trinidad and Tobago,TTO,1975,32.81986
Trinidad and Tobago,TTO,1976,36.99503
Trinidad and Tobago,TTO,1977,36.06463
Trinidad and Tobago,TTO,1978,32.24999
Trinidad and Tobago,TTO,1979,24.69049
Trinidad and Tobago,TTO,1980,19.4221
Trinidad and Tobago,TTO,1981,19.23602
Trinidad and Tobago,TTO,1982,21.35268
Trinidad and Tobago,TTO,1983,18.42192
Trinidad and Tobago,TTO,1984,15.7005
Trinidad and Tobago,TTO,1985,16.72394
Trinidad and Tobago,TTO,1986,18.11954
Trinidad and Tobago,TTO,1987,11.87423
Trinidad and Tobago,TTO,1988,10.6996
Trinidad and Tobago,TTO,1989,9.60638
Trinidad and Tobago,TTO,1990,14.71195
Trinidad and Tobago,TTO,1991,13.73503
Trinidad and Tobago,TTO,1992,19.87567
Trinidad and Tobago,TTO,1993,17.28218
Trinidad and Tobago,TTO,1994,13.00234
Trinidad and Tobago,TTO,1995,14.92129
Trinidad and Tobago,TTO,1996,17.36359
Trinidad and Tobago,TTO,1997,9.86224
Trinidad and Tobago,TTO,1998,11.3974
Trinidad and Tobago,TTO,1999,20.63162
Trinidad and Tobago,TTO,2000,20.24351696
Trinidad and Tobago,TTO,2001,18.73608875
Trinidad and Tobago,TTO,2002,21.38053029
Trinidad and Tobago,TTO,2003,20.31953565
Trinidad and Tobago,TTO,2004,22.33495627
Trinidad and Tobago,TTO,2005,19.57141822
Trinidad and Tobago,TTO,2006,21.39263766
Trinidad and Tobago,TTO,2007,24.49561932
Trinidad and Tobago,TTO,2008,26.09189289
Trinidad and Tobago,TTO,2009,24.95523317
Trinidad and Tobago,TTO,2010,25.91695785
Trinidad and Tobago,TTO,2011,24.29717157
Trinidad and Tobago,TTO,2012,23.41970676
Trinidad and Tobago,TTO,2013,26.25007533
Trinidad and Tobago,TTO,2014,23.9709456
Trinidad and Tobago,TTO,2015,26.10893332
Trinidad and Tobago,TTO,2016,25.05270203
Turkey,TUR,1965,41.44932
Turkey,TUR,1966,49.39261
Turkey,TUR,1967,58.05696
Turkey,TUR,1968,70.11727
Turkey,TUR,1969,78.07219
Turkey,TUR,1970,82.53811
Turkey,TUR,1971,98.02927
Turkey,TUR,1972,111.05487
Turkey,TUR,1973,135.87329
Turkey,TUR,1974,131.82605
Turkey,TUR,1975,145.15403
Turkey,TUR,1976,164.04115
Turkey,TUR,1977,185.35894
Turkey,TUR,1978,196.73308
Turkey,TUR,1979,175.15943
Turkey,TUR,1980,179.05548
Turkey,TUR,1981,176.26428
Turkey,TUR,1982,188.69675
Turkey,TUR,1983,198.21009
Turkey,TUR,1984,197.33784
Turkey,TUR,1985,206.83955
Turkey,TUR,1986,223.44719
Turkey,TUR,1987,251.70809
Turkey,TUR,1988,268.23432
Turkey,TUR,1989,251.34756
Turkey,TUR,1990,266.66427
Turkey,TUR,1991,259.9305
Turkey,TUR,1992,274.68897
Turkey,TUR,1993,314.97529
Turkey,TUR,1994,300.58898
Turkey,TUR,1995,337.11881
Turkey,TUR,1996,352.29596
Turkey,TUR,1997,346.91127
Turkey,TUR,1998,346.52748
Turkey,TUR,1999,344.28289
Turkey,TUR,2000,359.98339
Turkey,TUR,2001,335.45572
Turkey,TUR,2002,358.95995
Turkey,TUR,2003,354.15676
Turkey,TUR,2004,361.73952
Turkey,TUR,2005,357.2736
Turkey,TUR,2006,372.84617
Turkey,TUR,2007,379.12637
Turkey,TUR,2008,373.69516
Turkey,TUR,2009,379.2543
Turkey,TUR,2010,369.75259
Turkey,TUR,2011,361.75115
Turkey,TUR,2012,367.55452
Turkey,TUR,2013,389.0235
Turkey,TUR,2014,399.19975
Turkey,TUR,2015,452.3293058
Turkey,TUR,2016,478.8350267
Turkmenistan,TKM,1985,56.53581333
Turkmenistan,TKM,1986,41.1488522
Turkmenistan,TKM,1987,41.09676141
Turkmenistan,TKM,1988,41.05814364
Turkmenistan,TKM,1989,41.00588731
Turkmenistan,TKM,1990,53.57182143
Turkmenistan,TKM,1991,59.95959877
Turkmenistan,TKM,1992,58.24304
Turkmenistan,TKM,1993,33.16876
Turkmenistan,TKM,1994,33.2618
Turkmenistan,TKM,1995,30.61016
Turkmenistan,TKM,1996,35.55291
Turkmenistan,TKM,1997,34.73881
Turkmenistan,TKM,1998,44.55453
Turkmenistan,TKM,1999,48.69481
Turkmenistan,TKM,2000,46.53163
Turkmenistan,TKM,2001,44.24052
Turkmenistan,TKM,2002,50.54398
Turkmenistan,TKM,2003,57.66154
Turkmenistan,TKM,2004,57.47546
Turkmenistan,TKM,2005,57.88251
Turkmenistan,TKM,2006,56.39387
Turkmenistan,TKM,2007,59.20833
Turkmenistan,TKM,2008,60.75512
Turkmenistan,TKM,2009,58.40586
Turkmenistan,TKM,2010,64.51161
Turkmenistan,TKM,2011,67.07021
Turkmenistan,TKM,2012,69.8963
Turkmenistan,TKM,2013,71.86177
Turkmenistan,TKM,2014,75.16469
Turkmenistan,TKM,2015,76.96822607
Turkmenistan,TKM,2016,77.79816215
USSR,OWID_USS,1965,1957.615308
USSR,OWID_USS,1966,2096.371559
USSR,OWID_USS,1967,2284.060532
USSR,OWID_USS,1968,2434.563383
USSR,OWID_USS,1969,2588.620389
USSR,OWID_USS,1970,2850.33097
USSR,OWID_USS,1971,3022.546691
USSR,OWID_USS,1972,3278.405717
USSR,OWID_USS,1973,3524.659461
USSR,OWID_USS,1974,3873.504011
USSR,OWID_USS,1975,4056.349106
USSR,OWID_USS,1976,4168.771314
USSR,OWID_USS,1977,4327.89549
USSR,OWID_USS,1978,4591.403371
USSR,OWID_USS,1979,4674.010988
USSR,OWID_USS,1980,4901.666317
USSR,OWID_USS,1981,4946.237764
USSR,OWID_USS,1982,4911.780302
USSR,OWID_USS,1983,4841.500614
USSR,OWID_USS,1984,4843.513606
Ukraine,UKR,1985,748.1311215
Ukraine,UKR,1986,750.5196559
Ukraine,UKR,1987,780.1044088
Ukraine,UKR,1988,716.1663587
Ukraine,UKR,1989,684.2709768
Ukraine,UKR,1990,741.9562698
Ukraine,UKR,1991,675.9577921
Ukraine,UKR,1992,498.6113196
Ukraine,UKR,1993,290.2783389
Ukraine,UKR,1994,231.7921405
Ukraine,UKR,1995,221.1532119
Ukraine,UKR,1996,166.4990827
Ukraine,UKR,1997,161.6787156
Ukraine,UKR,1998,167.2548751
Ukraine,UKR,1999,148.8449949
Ukraine,UKR,2000,140.2968818
Ukraine,UKR,2001,156.4636534
Ukraine,UKR,2002,154.1965914
Ukraine,UKR,2003,158.6980317
Ukraine,UKR,2004,166.8856778
Ukraine,UKR,2005,158.9564447
Ukraine,UKR,2006,165.5916276
Ukraine,UKR,2007,167.936037
Ukraine,UKR,2008,164.809893
Ukraine,UKR,2009,157.08641
Ukraine,UKR,2010,146.610106
Ukraine,UKR,2011,152.137845
Ukraine,UKR,2012,145.75879
Ukraine,UKR,2013,138.445846
Ukraine,UKR,2014,119.2709476
Ukraine,UKR,2015,106.7343149
Ukraine,UKR,2016,106.0913231
United Arab Emirates,ARE,1965,0.819587098
United Arab Emirates,ARE,1966,0.878248985
United Arab Emirates,ARE,1967,0.948240993
United Arab Emirates,ARE,1968,1.061179088
United Arab Emirates,ARE,1969,1.175914051
United Arab Emirates,ARE,1970,1.356684387
United Arab Emirates,ARE,1971,1.58168
United Arab Emirates,ARE,1972,2.08177
United Arab Emirates,ARE,1973,3.2564
United Arab Emirates,ARE,1974,4.51244
United Arab Emirates,ARE,1975,7.31527
United Arab Emirates,ARE,1976,10.82753
United Arab Emirates,ARE,1977,16.20059
United Arab Emirates,ARE,1978,17.6776
United Arab Emirates,ARE,1979,24.16714
United Arab Emirates,ARE,1980,59.10366
United Arab Emirates,ARE,1981,64.58139
United Arab Emirates,ARE,1982,71.73384
United Arab Emirates,ARE,1983,71.9897
United Arab Emirates,ARE,1984,82.63115
United Arab Emirates,ARE,1985,103.20462
United Arab Emirates,ARE,1986,124.80153
United Arab Emirates,ARE,1987,136.21056
United Arab Emirates,ARE,1988,163.06423
United Arab Emirates,ARE,1989,171.03078
United Arab Emirates,ARE,1990,179.00896
United Arab Emirates,ARE,1991,221.60965
United Arab Emirates,ARE,1992,223.22622
United Arab Emirates,ARE,1993,230.98343
United Arab Emirates,ARE,1994,242.56691
United Arab Emirates,ARE,1995,242.43898
United Arab Emirates,ARE,1996,234.51895
United Arab Emirates,ARE,1997,238.57782
United Arab Emirates,ARE,1998,237.33341
United Arab Emirates,ARE,1999,231.42537
United Arab Emirates,ARE,2000,228.71558
United Arab Emirates,ARE,2001,225.55222
United Arab Emirates,ARE,2002,232.90238
United Arab Emirates,ARE,2003,257.81384
United Arab Emirates,ARE,2004,278.99207
United Arab Emirates,ARE,2005,290.41273
United Arab Emirates,ARE,2006,312.54462
United Arab Emirates,ARE,2007,333.92056
United Arab Emirates,ARE,2008,350.81895
United Arab Emirates,ARE,2009,336.47916
United Arab Emirates,ARE,2010,357.52946
United Arab Emirates,ARE,2011,386.51142
United Arab Emirates,ARE,2012,407.11871
United Arab Emirates,ARE,2013,413.3806393
United Arab Emirates,ARE,2014,449.2408255
United Arab Emirates,ARE,2015,475.2179899
United Arab Emirates,ARE,2016,505.5250093
United Kingdom,GBR,1965,872.02903
United Kingdom,GBR,1966,933.60988
United Kingdom,GBR,1967,1001.93613
United Kingdom,GBR,1968,1059.28366
United Kingdom,GBR,1969,1138.78634
United Kingdom,GBR,1970,1208.27559
United Kingdom,GBR,1971,1215.49782
United Kingdom,GBR,1972,1288.55748
United Kingdom,GBR,1973,1321.36571
United Kingdom,GBR,1974,1227.3139
United Kingdom,GBR,1975,1072.23948
United Kingdom,GBR,1976,1064.80791
United Kingdom,GBR,1977,1072.8675
United Kingdom,GBR,1978,1096.74389
United Kingdom,GBR,1979,1101.55871
United Kingdom,GBR,1980,941.07634
United Kingdom,GBR,1981,869.15642
United Kingdom,GBR,1982,879.53038
United Kingdom,GBR,1983,843.04707
United Kingdom,GBR,1984,1043.02492
United Kingdom,GBR,1985,901.15055
United Kingdom,GBR,1986,900.82491
United Kingdom,GBR,1987,874.6923
United Kingdom,GBR,1988,930.85357
United Kingdom,GBR,1989,951.58986
United Kingdom,GBR,1990,965.22022
United Kingdom,GBR,1991,961.16135
United Kingdom,GBR,1992,973.69849
United Kingdom,GBR,1993,978.73428
United Kingdom,GBR,1994,967.66252
United Kingdom,GBR,1995,956.40468
United Kingdom,GBR,1996,979.79261
United Kingdom,GBR,1997,950.07796
United Kingdom,GBR,1998,944.63512
United Kingdom,GBR,1999,928.8863555
United Kingdom,GBR,2000,916.9684408
United Kingdom,GBR,2001,915.0978399
United Kingdom,GBR,2002,909.5015741
United Kingdom,GBR,2003,915.6507847
United Kingdom,GBR,2004,942.0972645
United Kingdom,GBR,2005,974.2867898
United Kingdom,GBR,2006,967.9332159
United Kingdom,GBR,2007,938.5288248
United Kingdom,GBR,2008,924.9908921
United Kingdom,GBR,2009,881.8071248
United Kingdom,GBR,2010,871.31873
United Kingdom,GBR,2011,856.1768166
United Kingdom,GBR,2012,830.3448856
United Kingdom,GBR,2013,817.5743476
United Kingdom,GBR,2014,812.0730583
United Kingdom,GBR,2015,834.4873345
United Kingdom,GBR,2016,850.6264672
United States,USA,1965,6412.041868
United States,USA,1966,6732.075409
United States,USA,1967,6990.073671
United States,USA,1968,7475.553947
United States,USA,1969,7890.777034
United States,USA,1970,8207.195798
United States,USA,1971,8485.724275
United States,USA,1972,9174.55262
United States,USA,1973,9689.389202
United States,USA,1974,9300.955074
United States,USA,1975,9111.772824
United States,USA,1976,9783.943974
United States,USA,1977,10330.49857
United States,USA,1978,10112.57665
United States,USA,1979,9900.395954
United States,USA,1980,9166.156006
United States,USA,1981,8539.871271
United States,USA,1982,8072.016869
United States,USA,1983,8012.117504
United States,USA,1984,8292.500741
United States,USA,1985,8256.697669
United States,USA,1986,8605.090816
United States,USA,1987,8778.678222
United States,USA,1988,9148.40934
United States,USA,1989,9139.918289
United States,USA,1990,8971.382506
United States,USA,1991,8773.180637
United States,USA,1992,8968.213753
United States,USA,1993,9040.87169
United States,USA,1994,9280.316336
United States,USA,1995,9251.910295
United States,USA,1996,9578.957281
United States,USA,1997,9710.958257
United States,USA,1998,9892.085911
United States,USA,1999,10168.97833
United States,USA,2000,10267.46636
United States,USA,2001,10267.04255
United States,USA,2002,10275.62881
United States,USA,2003,10460.00547
United States,USA,2004,10875.96217
United States,USA,2005,10913.53652
United States,USA,2006,10823.58993
United States,USA,2007,10801.59549
United States,USA,2008,10180.42767
United States,USA,2009,9689.677944
United States,USA,2010,9886.269686
United States,USA,2011,9710.035325
United States,USA,2012,9501.773566
United States,USA,2013,9677.272643
United States,USA,2014,9746.794942
United States,USA,2015,9960.565352
United States,USA,2016,10038.11461
Uzbekistan,UZB,1985,135.0070054
Uzbekistan,UZB,1986,138.4368407
Uzbekistan,UZB,1987,131.2910047
Uzbekistan,UZB,1988,161.9265486
Uzbekistan,UZB,1989,154.7520879
Uzbekistan,UZB,1990,117.463
Uzbekistan,UZB,1991,124.13862
Uzbekistan,UZB,1992,100.89025
Uzbekistan,UZB,1993,107.24023
Uzbekistan,UZB,1994,92.05145
Uzbekistan,UZB,1995,77.5721
Uzbekistan,UZB,1996,76.81615
Uzbekistan,UZB,1997,81.50304
Uzbekistan,UZB,1998,80.17722
Uzbekistan,UZB,1999,82.56137
Uzbekistan,UZB,2000,82.50322
Uzbekistan,UZB,2001,79.10726
Uzbekistan,UZB,2002,77.17668
Uzbekistan,UZB,2003,84.48032
Uzbekistan,UZB,2004,86.73654
Uzbekistan,UZB,2005,59.72005
Uzbekistan,UZB,2006,59.73168
Uzbekistan,UZB,2007,54.17254
Uzbekistan,UZB,2008,53.02117
Uzbekistan,UZB,2009,49.71825
Uzbekistan,UZB,2010,42.12386
Uzbekistan,UZB,2011,39.68156
Uzbekistan,UZB,2012,35.28542
Uzbekistan,UZB,2013,33.28506
Uzbekistan,UZB,2014,31.36611
Uzbekistan,UZB,2015,31.7255103
Uzbekistan,UZB,2016,32.04358642
Venezuela,VEN,1965,111.1344202
Venezuela,VEN,1966,108.9953099
Venezuela,VEN,1967,110.9761689
Venezuela,VEN,1968,121.0444696
Venezuela,VEN,1969,119.4698576
Venezuela,VEN,1970,124.9124205
Venezuela,VEN,1971,125.7443155
Venezuela,VEN,1972,137.3111826
Venezuela,VEN,1973,150.1138857
Venezuela,VEN,1974,149.9485737
Venezuela,VEN,1975,160.4965008
Venezuela,VEN,1976,158.0118506
Venezuela,VEN,1977,177.7394174
Venezuela,VEN,1978,184.8675002
Venezuela,VEN,1979,197.9522804
Venezuela,VEN,1980,241.3334068
Venezuela,VEN,1981,256.0582727
Venezuela,VEN,1982,252.3950483
Venezuela,VEN,1983,246.6250822
Venezuela,VEN,1984,231.4060279
Venezuela,VEN,1985,237.5703878
Venezuela,VEN,1986,248.0875399
Venezuela,VEN,1987,234.909083
Venezuela,VEN,1988,242.9808556
Venezuela,VEN,1989,237.6797088
Venezuela,VEN,1990,239.9690196
Venezuela,VEN,1991,226.5061718
Venezuela,VEN,1992,272.6778458
Venezuela,VEN,1993,244.2448153
Venezuela,VEN,1994,275.0855105
Venezuela,VEN,1995,263.0035993
Venezuela,VEN,1996,211.1184396
Venezuela,VEN,1997,228.7096177
Venezuela,VEN,1998,257.1437371
Venezuela,VEN,1999,276.8734544
Venezuela,VEN,2000,277.9246476
Venezuela,VEN,2001,314.17281
Venezuela,VEN,2002,327.6149917
Venezuela,VEN,2003,279.9065815
Venezuela,VEN,2004,302.778585
Venezuela,VEN,2005,328.7956651
Venezuela,VEN,2006,366.2702982
Venezuela,VEN,2007,345.083128
Venezuela,VEN,2008,392.9247735
Venezuela,VEN,2009,397.7016988
Venezuela,VEN,2010,396.7175571
Venezuela,VEN,2011,401.9951705
Venezuela,VEN,2012,432.3233299
Venezuela,VEN,2013,426.9915144
Venezuela,VEN,2014,390.4476625
Venezuela,VEN,2015,351.679681
Venezuela,VEN,2016,333.8454459
Vietnam,VNM,1965,17.27943267
Vietnam,VNM,1966,37.76426378
Vietnam,VNM,1967,55.309044
Vietnam,VNM,1968,56.42350373
Vietnam,VNM,1969,68.19432119
Vietnam,VNM,1970,70.69920209
Vietnam,VNM,1971,59.8093385
Vietnam,VNM,1972,62.04235772
Vietnam,VNM,1973,60.95400347
Vietnam,VNM,1974,37.11314958
Vietnam,VNM,1975,35.33758746
Vietnam,VNM,1976,9.21834854
Vietnam,VNM,1977,9.245683749
Vietnam,VNM,1978,11.22272278
Vietnam,VNM,1979,12.94600549
Vietnam,VNM,1980,22.46099054
Vietnam,VNM,1981,19.57027654
Vietnam,VNM,1982,19.87794584
Vietnam,VNM,1983,22.77453081
Vietnam,VNM,1984,22.27662195
Vietnam,VNM,1985,22.59789992
Vietnam,VNM,1986,25.23205798
Vietnam,VNM,1987,29.43743055
Vietnam,VNM,1988,30.73786108
Vietnam,VNM,1989,28.45365012
Vietnam,VNM,1990,33.37252208
Vietnam,VNM,1991,32.57728928
Vietnam,VNM,1992,35.63432
Vietnam,VNM,1993,45.84546
Vietnam,VNM,1994,50.7068
Vietnam,VNM,1995,55.78911
Vietnam,VNM,1996,64.1976
Vietnam,VNM,1997,73.32715
Vietnam,VNM,1998,81.03784
Vietnam,VNM,1999,90.21391
Vietnam,VNM,2000,96.1801
Vietnam,VNM,2001,104.3211
