Year,Country,Latitude,Longitude,,1982
1984,Oman_Offshore,19.472099,59.077725,,4
1984,Pakistan_Land,30.3753,69.3451,,203
1984,Pakistan_Offshore,24.835163,65.836649,,0
1984,Qatar_Land,25.3548,51.1839,,13
1984,Qatar_Offshore,26.107471,51.508125,,12
1984,Saudi Arabia_Land,23.8859,45.0792,,112
1984,Saudi Arabia_Offshore,27.344232,49.822766,,77
1984,Sudan_Land,12.8628,30.2176,,0
1984,Sudan_Offshore,19.95965,37.888199,,0
1984,Syria_Land,34.8021,38.9968,,276
1984,Syria_Offshore,35.300099,35.564153,,0
1984,Yemen_Land,15.5527,48.5164,,12
1984,Yemen_Offshore,14.122308,49.541496,,0
1984,Algeria_Land,28.0339,1.6596,,4
1984,Algeria_Offshore,37.107205,2.958948,,0
1984,Angola_Land,-11.2027,17.8739,,321
1984,Angola_Offshore,-9.276394,11.420851,,0
1984,Congo_Land,-4.038333,21.758664,,24
1984,Congo_Offshore,-5.994939,11.681123,,61
1984,Gabon_Land,-0.803689,11.609444,,0
1984,Gabon_Offshore,-1.163403,8.376585,,36
1984,Kenya_Land,-0.023559,37.906193,,11
1984,Kenya__Offshore,-3.49976,40.801566,,66
1984,Libya_Land,26.3351,17.2283,,0
1984,Libya__Offshore,31.683681,18.512678,,0
1984,Nigeria_Land,9.0820,8.6753,,291
1984,Nigeria_Offshore,4.113485,6.999522,,24
1984,S.Africa_Land,-30.5595,22.9375,,67
1984,S.Africa_Offshore,-31.842791,16.674006,,67
1984,Tunisia_Land,33.886917,9.537499,,4
1984,Tunisia_Offshore,,,,24
1984,Argentina_Land,-38.4161,-63.6167,,986
1984,Argentina_Offshore,-51.313678,-66.678394,,0
1984,Bolivia_Land,-16.2902,-63.5887,,72
1984,Bolivia_Offshore,,,,0
1984,Brazil_Land,-14.2350,-51.9253,,528
1984,Brazil_Offshore,-22.197004,-40.435152,,304
1984,Chile_Land,-35.6751,-71.5430,,32
1984,Chile_Offshore,-32.775184,-73.644858,,36
1984,Colombia_Land,4.5709,-74.2973,,190
1984,Colombia_Offshore,4.919216,-78.594368,,0
1984,CostaRica_Land,9.7489,-83.7534,,12
1984,CostaRica_Offshore,10.68845,-82.219293,,0
1984,Ecuador_Land,"	-1.831239",-78.1834,,46
1984,Ecuador_Offshore,-0.614287,-81.483334,,0
1984,Mexico_Land,23.6345,-102.5528,,1988
1984,Mexico_Offshore,19.594255,-91.569396,,358
1984,Peru_Land,-9.189967,-75.015152,,121
1984,Peru_Offshore,-11.890521,-79.105005,,80
1984,Trinidad_Land,10.6918,-61.2225,,66
1984,Trinidad_Offshore,10.57374,-60.890859,,38
1984,Venezuela_Land,6.4238,-66.5897,,255
1984,Venezuela_Offshore,9.183729,-60.200212,,109
1984,Australia_Land,-25.274398,133.775136,,287
1984,Australia_Offshore,-29.599699,113.685338,,120
1984,Bangladesh_Land,23.6850,90.3563,,43
1984,Bangladesh_Offshore,21.60567,90.597855,,0
1984,Brunei_Land,4.535277,114.727669,,24
1984,Brunei_Offshore,5.151965,114.665627,,80
1984,India_Land,20.593684,78.96288,,482
1984,India_Offshore,14.98184,81.87398,,198
1984,Indonesia_Land,-0.789275,113.921327,,667
1984,Indonesia_Offshore,14.98184,81.87398,,313
1984,Japan_Land,36.2048,138.2529,,182
1984,Japan_Offshore,38.601583,137.300839,,35
1984,Malaysia_Land,4.210484,101.975766,,0
1984,Malaysia_Offshore,3.50164,110.229356,,108
1984,Myanmar_Land,21.9140,95.9562,,384
1984,Myanmar_Offshore,15.93001,96.427671,,12
1984,New Zealand_Land,-40.9006,174.8860,,16
1984,New Zealand_Offshore,-39.291592,173.493089,,10
1984,Papua New Guinea_Land,-6.3150,143.9556,,16
1984,Papua New Guinea_Offshore,-9.231086,126.119217,,0
1984,Phillippines_Land,12.879721,121.774017,,30
1984,Phillippines_Offshore,8.166545,121.418401,,4
1984,Taiwan_Land,23.69781,120.960515,,60
1984,Taiwan_Offshore,22.143055,120.035738,,7
1984,Thailand_Land,15.8700,100.9925,,64
1984,Thailand_Offshore,12.269503,100.804317,,71
1984,Vietnam_Land,14.0583,108.2772,,0
1984,Vietnam_Offshore,11.868672,109.874274,,0
,,,,,
1985,US_Land,37.0902,-95.7129,,
1985,US_Offshore,28.126707,-91.305831,,
1985,Canada_land,56.1304,-106.3468,,
1985,Canada_Offshore,47.355629,-51.61464,,
1985,Austria_Land,47.5162,14.5501,,78
1985,Austria_Offshore,47.5162,14.5501,,0
1985,Denmark_Land,56.2639,9.5018,,3
1985,Denmark_Offshore,56.419044,7.243998,,41
1985,France_Land,46.2276,2.2137,,259
1985,France_Offshore,46.658824,-3.518222,,2
1985,Germany_Land,51.1657,10.4515,,242
1985,Germany_Offshore,54.255762,7.408047,,0
1985,Greece_Land,39.0742,21.8243,,9
1985,Greece_Offshore,39.495183,23.367596,,3
1985,Netherlands_Land,52.1326,5.2913,,83
1985,Netherlands_Offshore,52.669133,4.194947,,200
1985,Hungary_Land,47.1625,19.5033,,0
1985,Hungary_Offshore,,,,0
1985,Italy_Land,41.8719,12.5674,,368
1985,Italy_Offshore,41.727206,10.896804,,109
1985,Norway_Land,60.4720,8.4689,,0
1985,Norway_Offshore,60.010363,3.58667,,160
1985,Poland_Land,51.9194,19.1451,,0
1985,Poland_Offshore,55.155538,17.566921,,0
1985,Romania_Land,45.9432,24.9668,,0
1985,Romania__Offshore,,,,0
1985,Spain_Land,40.4637,-3.7492,,80
1985,Spain_Offshore,39.467705,0.812242,,43
1985,Turkey_Land,38.9637,35.2433,,302
1985,Turkey_Offshore,42.573404,34.154628,,0
1985,U.K._Land,55.3781,-3.4360,,81
1985,U.K._Offshore,57.479149,-0.12889,,673
1985,Yugoslavia/Croatia_Land,45.1000,15.2000,,300
1985,Yugoslavia/Croatia_Offshore,43.165008,15.806668,,24
1985,Abu Dhabi_Land,24.4539,54.3773,,115
1985,Abu Dhabi_Offshore,24.756606,54.280173,,140
1985,Dubai_Land,25.2048,55.2708,,5
1985,Dubai_Offshore,25.452626,55.17867,,51
1985,Egypt_Land,26.8206,30.8025,,194
1985,Egypt_Offshore,31.951179,30.916615,,246
1985,Iran_Land,32.4279,53.6880,,216
1985,Iran_Offshore,26.986451,52.797098,,24
1985,Iraq_Land,33.2232,43.6793,,331
1985,Iraq_Offshore,29.826924,48.713334,,0
1985,Jordan_Land,30.5852,36.2384,,24
1985,Jordan_Offshore,,,,0
1985,Kuwait_Land,29.3117,47.4818,,72
1985,Kuwait_Offshore,29.153707,48.492063,,1
1985,Oman_Land,21.4735,55.9754,,153
1985,Oman_Offshore,19.472099,59.077725,,1
1985,Pakistan_Land,30.3753,69.3451,,216
1985,Pakistan_Offshore,24.835163,65.836649,,0
1985,Qatar_Land,25.3548,51.1839,,19
1985,Qatar_Offshore,26.107471,51.508125,,18
1985,Saudi Arabia_Land,23.8859,45.0792,,79
1985,Saudi Arabia_Offshore,27.344232,49.822766,,56
1985,Sudan_Land,12.8628,30.2176,,0
1985,Sudan_Offshore,19.95965,37.888199,,0
1985,Syria_Land,34.8021,38.9968,,307
1985,Syria_Offshore,35.300099,35.564153,,0
1985,Yemen_Land,15.5527,48.5164,,28
1985,Yemen_Offshore,14.122308,49.541496,,0
1985,Algeria_Land,28.0339,1.6596,,424
1985,Algeria_Offshore,37.107205,2.958948,,0
1985,Angola_Land,-11.2027,17.8739,,28
1985,Angola_Offshore,-9.276394,11.420851,,98
1985,Congo_Land,-4.038333,21.758664,,0
1985,Congo_Offshore,-5.994939,11.681123,,26
1985,Gabon_Land,-0.803689,11.609444,,12
1985,Gabon_Offshore,-1.163403,8.376585,,71
1985,Kenya_Land,-0.023559,37.906193,,0
1985,Kenya__Offshore,-3.49976,40.801566,,0
1985,Libya_Land,26.3351,17.2283,,339
1985,Libya__Offshore,31.683681,18.512678,,22
1985,Nigeria_Land,9.0820,8.6753,,86
1985,Nigeria_Offshore,4.113485,6.999522,,29
1985,S.Africa_Land,-30.5595,22.9375,,12
1985,S.Africa_Offshore,-31.842791,16.674006,,22
1985,Tunisia_Land,33.886917,9.537499,,37
1985,Tunisia_Offshore,,,,13
1985,Argentina_Land,-38.4161,-63.6167,,967
1985,Argentina_Offshore,-51.313678,-66.678394,,3
1985,Bolivia_Land,-16.2902,-63.5887,,64
1985,Bolivia_Offshore,,,,0
1985,Brazil_Land,-14.2350,-51.9253,,550
1985,Brazil_Offshore,-22.197004,-40.435152,,361
1985,Chile_Land,-35.6751,-71.5430,,36
1985,Chile_Offshore,-32.775184,-73.644858,,36
1985,Colombia_Land,4.5709,-74.2973,,256
1985,Colombia_Offshore,4.919216,-78.594368,,0
1985,CostaRica_Land,9.7489,-83.7534,,0
1985,CostaRica_Offshore,10.68845,-82.219293,,0
1985,Ecuador_Land,"	-1.831239",-78.1834,,23
1985,Ecuador_Offshore,-0.614287,-81.483334,,0
1985,Mexico_Land,23.6345,-102.5528,,1958
1985,Mexico_Offshore,19.594255,-91.569396,,395
1985,Peru_Land,-9.189967,-75.015152,,89
1985,Peru_Offshore,-11.890521,-79.105005,,52
1985,Trinidad_Land,10.6918,-61.2225,,87
1985,Trinidad_Offshore,10.57374,-60.890859,,34
1985,Venezuela_Land,6.4238,-66.5897,,279
1985,Venezuela_Offshore,9.183729,-60.200212,,114
1985,Australia_Land,-25.274398,133.775136,,264
1985,Australia_Offshore,-29.599699,113.685338,,103
1985,Bangladesh_Land,23.6850,90.3563,,60
1985,Bangladesh_Offshore,21.60567,90.597855,,0
1985,Brunei_Land,4.535277,114.727669,,15
1985,Brunei_Offshore,5.151965,114.665627,,69
1985,India_Land,20.593684,78.96288,,561
1985,India_Offshore,14.98184,81.87398,,184
1985,Indonesia_Land,-0.789275,113.921327,,673
1985,Indonesia_Offshore,14.98184,81.87398,,291
1985,Japan_Land,36.2048,138.2529,,144
1985,Japan_Offshore,38.601583,137.300839,,43
1985,Malaysia_Land,4.210484,101.975766,,0
1985,Malaysia_Offshore,3.50164,110.229356,,95
1985,Myanmar_Land,21.9140,95.9562,,384
1985,Myanmar_Offshore,15.93001,96.427671,,12
1985,New Zealand_Land,-40.9006,174.8860,,38
1985,New Zealand_Offshore,-39.291592,173.493089,,7
1985,Papua New Guinea_Land,-6.3150,143.9556,,20
1985,Papua New Guinea_Offshore,-9.231086,126.119217,,2
1985,Phillippines_Land,12.879721,121.774017,,21
1985,Phillippines_Offshore,8.166545,121.418401,,0
1985,Taiwan_Land,23.69781,120.960515,,62
1985,Taiwan_Offshore,22.143055,120.035738,,23
1985,Thailand_Land,15.8700,100.9925,,51
1985,Thailand_Offshore,12.269503,100.804317,,56
1985,Vietnam_Land,14.0583,108.2772,,0
1985,Vietnam_Offshore,11.868672,109.874274,,0
,,,,,
1986,US_Land,37.0902,-95.7129,,
1986,US_Offshore,28.126707,-91.305831,,
1986,Canada_land,56.1304,-106.3468,,
1986,Canada_Offshore,47.355629,-51.61464,,
1986,Austria_Land,47.5162,14.5501,,76
1986,Austria_Offshore,47.5162,14.5501,,0
1986,Denmark_Land,56.2639,9.5018,,0
1986,Denmark_Offshore,56.419044,7.243998,,30
1986,France_Land,46.2276,2.2137,,181
1986,France_Offshore,46.658824,-3.518222,,0
1986,Germany_Land,51.1657,10.4515,,223
1986,Germany_Offshore,54.255762,7.408047,,0
1986,Greece_Land,39.0742,21.8243,,2
1986,Greece_Offshore,39.495183,23.367596,,2
1986,Netherlands_Land,52.1326,5.2913,,55
1986,Netherlands_Offshore,52.669133,4.194947,,127
1986,Hungary_Land,47.1625,19.5033,,0
1986,Hungary_Offshore,,,,0
1986,Italy_Land,41.8719,12.5674,,291
1986,Italy_Offshore,41.727206,10.896804,,108
1986,Norway_Land,60.4720,8.4689,,0
1986,Norway_Offshore,60.010363,3.58667,,139
1986,Poland_Land,51.9194,19.1451,,0
1986,Poland_Offshore,55.155538,17.566921,,0
1986,Romania_Land,45.9432,24.9668,,0
1986,Romania__Offshore,,,,0
1986,Spain_Land,40.4637,-3.7492,,47
1986,Spain_Offshore,39.467705,0.812242,,32
1986,Turkey_Land,38.9637,35.2433,,328
1986,Turkey_Offshore,42.573404,34.154628,,1
